state_abb,D0,D1,D2,D3,D4
NC,0.0,0.0,0.0,0.0,0.0
DE,0.0,0.0,0.0,0.0,0.0
SC,0.0,0.0,0.0,0.0,0.0
CO,46.95,0.0,0.0,0.0,0.0
MI,0.0,0.0,0.0,0.0,0.0
TX,0.0,0.0,0.0,0.0,0.0
RI,0.0,0.0,0.0,0.0,0.0
OK,0.0,0.0,0.0,0.0,0.0
WV,0.0,0.0,0.0,0.0,0.0
TX,0.0,0.0,0.0,0.0,0.0
SC,0.0,0.0,0.0,0.0,0.0
AL,0.0,0.0,100.0,0.0,0.0
CO,0.0,0.0,0.0,0.0,0.0
IL,0.0,0.0,0.0,0.0,0.0
TX,0.0,0.0,0.0,0.0,0.0
NJ,0.0,0.0,0.0,0.0,0.0
MO,0.0,0.0,0.0,0.0,0.0
MT,0.0,0.0,0.0,0.0,0.0
RI,0.0,0.0,0.0,0.0,0.0
NE,0.0,0.0,0.0,0.0,0.0
WV,0.0,0.0,0.0,0.0,0.0
IA,0.0,0.0,0.0,0.0,0.0
OR,0.0,0.0,0.0,0.0,0.0
GA,0.0,0.0,0.0,0.0,0.0
MN,0.0,0.0,0.0,0.0,0.0
OK,0.0,0.0,0.0,0.0,0.0
NM,0.0,0.0,0.0,0.0,0.0
WY,0.0,0.0,0.0,0.0,0.0
DC,14.1,29.81,21.21,14.36,13.03
PR,0.0,0.0,0.0,0.0,0.0
NM,0.0,0.0,0.0,0.0,0.0
PR,0.0,0.0,0.0,0.0,0.0
OH,0.0,0.0,0.0,0.0,0.0
TN,0.0,0.0,0.0,0.0,0.0
WY,0.0,0.0,0.0,0.0,0.0
UT,0.0,0.0,0.0,0.0,0.0
OR,0.0,0.0,0.0,0.0,0.0
DE,0.0,0.0,0.0,0.0,0.0
VA,0.0,0.0,0.0,0.0,0.0
MN,0.0,0.0,0.0,0.0,0.0
WI,0.0,0.0,0.0,0.0,0.0
VT,0.0,0.0,0.0,0.0,0.0
UT,0.0,0.0,0.0,0.0,0.0
MD,0.0,0.0,0.0,0.0,0.0
WI,0.0,0.0,0.0,0.0,0.0
DE,0.0,0.0,0.0,0.0,0.0
CO,0.0,0.0,9.55,90.45,0.0
AZ,0.0,0.0,0.0,0.0,0.0
ND,0.0,0.0,0.0,0.0,0.0
NV,0.0,0.0,0.0,0.0,0.0
AR,0.0,0.0,42.91,57.09,0.0
PA,0.0,0.0,0.0,0.0,0.0
NM,0.0,0.0,0.0,0.0,0.0
AR,64.71,13.33,0.0,0.0,0.0
MS,0.0,0.0,0.0,0.0,0.0
NJ,0.0,0.0,0.0,0.0,0.0
VA,0.0,0.0,0.0,0.0,0.0
RI,0.0,0.0,0.0,0.0,0.0
AK,11.43,11.71,13.23,17.38,0.0
NM,0.0,0.0,0.0,0.0,0.0
VT,0.0,0.0,0.0,0.0,0.0
PR,0.0,0.0,0.0,0.0,0.0
NH,0.0,0.0,0.0,0.0,0.0
NH,0.0,0.0,0.0,0.0,0.0
WV,0.0,0.0,0.0,0.0,0.0
CA,1.57,0.0,0.0,0.0,0.0
CA,0.0,14.62,17.1,57.87,10.4
MD,0.0,0.0,0.0,0.0,0.0
CT,0.0,0.0,0.0,0.0,0.0
UT,0.0,0.0,0.0,0.0,0.0
PR,0.0,0.0,0.0,0.0,0.0
ID,0.0,0.0,0.0,0.0,0.0
AK,0.0,0.0,0.0,0.0,0.0
KS,0.0,0.0,0.0,0.0,0.0
NM,0.0,0.0,0.0,0.0,0.0
NH,0.0,0.0,0.0,0.0,0.0
OR,0.0,0.0,0.0,0.0,0.0
CA,20.15,6.85,0.0,0.0,0.0
MO,0.0,0.0,0.0,0.0,0.0
OH,0.0,0.0,0.0,0.0,0.0
PR,0.0,0.0,0.0,0.0,0.0
TX,0.0,0.0,0.0,0.0,0.0
PR,0.0,0.0,0.0,0.0,0.0
MI,0.0,0.0,0.0,0.0,0.0
WI,0.0,0.0,0.0,0.0,0.0
WA,0.0,0.0,0.0,0.0,0.0
HI,0.0,0.0,0.0,0.0,0.0
MA,0.0,0.0,0.0,0.0,0.0
MA,0.0,0.0,0.0,0.0,0.0
ND,0.0,0.0,0.0,0.0,0.0
KS,0.0,0.0,0.0,0.0,0.0
MT,0.0,0.0,0.0,0.0,0.0
LA,0.0,0.0,0.0,0.0,0.0
NC,0.0,0.0,0.0,0.0,0.0
TX,0.0,0.0,0.0,0.0,0.0
SD,0.0,0.0,0.0,0.0,0.0
UT,0.0,0.0,0.0,0.0,0.0
CT,2.36,0.0,0.0,0.0,0.0
MN,0.0,0.0,0.0,0.0,0.0
IA,0.0,0.0,0.0,0.0,0.0
DE,0.0,0.0,0.0,0.0,0.0
PA,0.0,0.0,0.0,0.0,0.0
OK,0.0,0.0,0.0,0.0,0.0
OR,0.0,0.0,0.0,0.0,0.0
WI,0.0,0.0,0.0,0.0,0.0
MT,0.0,0.0,0.0,0.0,0.0
DC,27.79,9.6,5.89,4.92,4.15
GA,0.0,0.0,0.0,0.0,0.0
AR,0.22,0.0,0.0,0.0,0.0
RI,0.0,0.0,0.0,0.0,0.0
AL,0.0,0.0,0.0,0.0,0.0
HI,0.0,0.0,0.0,0.0,0.0
VT,0.0,0.0,0.0,0.0,0.0
DE,0.0,0.0,0.0,0.0,0.0
AZ,19.55,0.0,0.0,0.0,0.0
WV,0.0,0.0,0.0,0.0,0.0
SD,0.0,0.0,0.0,0.0,0.0
DE,10.15,0.0,0.0,0.0,0.0
NM,0.0,0.0,0.0,0.0,0.0
HI,0.0,0.0,0.0,0.0,0.0
CO,1.5,0.0,0.0,0.0,0.0
AZ,31.21,38.84,22.27,7.68,0.0
WY,0.0,0.0,0.0,0.0,0.0
DE,18.19,17.43,48.74,0.0,0.0
FL,0.0,0.0,0.0,0.0,0.0
VA,0.0,0.0,0.0,0.0,0.0
IA,0.0,0.0,0.0,0.0,0.0
LA,0.0,0.0,0.0,0.0,0.0
MO,0.0,0.0,0.0,0.0,0.0
NC,0.0,0.0,0.0,0.0,0.0
NJ,0.0,0.0,0.0,0.0,0.0
CO,0.0,0.0,0.0,0.0,0.0
OH,0.0,0.0,0.0,0.0,0.0
GA,0.0,0.0,0.0,0.0,0.0
WA,0.0,0.0,0.0,0.0,0.0
WI,0.0,0.0,0.0,0.0,0.0
IN,0.0,0.0,0.0,0.0,0.0
WY,0.0,0.0,0.0,0.0,0.0
KY,0.0,0.0,0.0,0.0,0.0
AL,69.57,20.13,6.65,3.43,0.0
NM,0.0,0.0,0.0,0.0,0.0
TN,0.0,0.0,0.0,0.0,0.0
CT,0.0,2.17,71.14,26.69,0.0
DC,0.0,0.0,0.0,0.0,0.0
TX,0.0,0.0,0.0,0.0,0.0
CA,28.04,6.55,5.31,1.72,0.0
NJ,0.0,0.0,0.0,0.0,0.0
KS,0.0,0.0,0.0,0.0,0.0
NJ,0.0,0.0,0.0,0.0,0.0
IN,0.0,0.0,0.0,0.0,0.0
CA,8.67,0.07,0.0,0.0,0.0
KS,0.0,0.0,0.0,0.0,0.0
AL,38.48,36.72,0.0,0.0,0.0
GA,0.0,0.0,0.0,0.0,0.0
WI,0.0,0.0,0.0,0.0,0.0
LA,0.0,0.0,0.0,0.0,0.0
VA,0.0,0.0,0.0,0.0,0.0
SC,0.0,0.0,0.0,0.0,0.0
MI,0.0,0.0,0.0,0.0,0.0
UT,0.0,0.0,0.0,0.0,0.0
WY,0.0,0.0,0.0,0.0,0.0
OR,0.0,0.0,0.0,0.0,0.0
MA,0.0,0.0,0.0,0.0,0.0
ID,0.0,0.0,0.0,0.0,0.0
PA,0.0,0.0,0.0,0.0,0.0
VT,0.0,0.0,0.0,0.0,0.0
VA,0.0,0.0,0.0,0.0,0.0
AZ,0.0,0.0,0.0,0.0,0.0
VT,0.0,0.0,0.0,0.0,0.0
NJ,0.0,0.0,0.0,0.0,0.0
SC,0.0,0.0,0.0,0.0,0.0
AZ,0.0,0.0,0.0,0.0,0.0
NH,0.0,0.0,0.0,0.0,0.0
TN,0.0,0.0,0.0,0.0,0.0
OH,0.0,0.0,0.0,0.0,0.0
AZ,100.0,0.0,0.0,0.0,0.0
IL,0.0,0.0,0.0,0.0,0.0
WV,0.0,0.0,0.0,0.0,0.0
IL,0.0,0.0,0.0,0.0,0.0
UT,0.0,0.0,0.0,0.0,0.0
OR,0.0,0.0,0.0,0.0,0.0
PA,0.0,0.0,0.0,0.0,0.0
DE,50.39,6.99,0.0,0.0,0.0
WY,0.0,0.0,0.0,0.0,0.0
ID,0.0,0.0,0.0,0.0,0.0
KS,0.0,0.0,0.0,0.0,0.0
SD,0.0,0.0,0.0,0.0,0.0
RI,0.0,0.0,0.0,0.0,0.0
AL,0.0,0.0,0.0,0.0,0.0
MN,0.0,0.0,0.0,0.0,0.0
TX,0.0,0.0,0.0,0.0,0.0
SD,0.0,0.0,0.0,0.0,0.0
KY,0.0,0.0,0.0,0.0,0.0
AK,40.12,27.85,1.16,0.0,0.0
NE,0.0,0.0,0.0,0.0,0.0
TX,0.0,0.0,0.0,0.0,0.0
IA,0.0,0.0,0.0,0.0,0.0
MA,0.0,0.0,0.0,0.0,0.0
AZ,35.79,60.11,0.0,0.0,0.0
WY,0.0,0.0,0.0,0.0,0.0
TN,0.0,0.0,0.0,0.0,0.0
AZ,1.44,0.02,0.0,0.0,0.0
IA,0.0,0.0,0.0,0.0,0.0
NV,0.0,0.0,0.0,0.0,0.0
MN,0.0,0.0,0.0,0.0,0.0
NH,0.0,0.0,0.0,0.0,0.0
NM,0.0,0.0,0.0,0.0,0.0
VT,0.0,0.0,0.0,0.0,0.0
NV,0.0,0.0,0.0,0.0,0.0
WY,0.0,0.0,0.0,0.0,0.0
DC,10.26,18.69,6.65,11.14,0.0
WA,0.0,0.0,0.0,0.0,0.0
MT,0.0,0.0,0.0,0.0,0.0
MN,0.0,0.0,0.0,0.0,0.0
OK,0.0,0.0,0.0,0.0,0.0
PA,0.0,0.0,0.0,0.0,0.0
PA,0.0,0.0,0.0,0.0,0.0
WV,0.0,0.0,0.0,0.0,0.0
AZ,7.99,0.0,0.0,0.0,0.0
DC,34.32,11.38,5.3,0.02,0.0
KS,0.0,0.0,0.0,0.0,0.0
DE,8.96,43.67,39.53,7.84,0.0
FL,0.0,0.0,0.0,0.0,0.0
SC,0.0,0.0,0.0,0.0,0.0
OR,0.0,0.0,0.0,0.0,0.0
MI,0.0,0.0,0.0,0.0,0.0
VA,0.0,0.0,0.0,0.0,0.0
MT,0.0,0.0,0.0,0.0,0.0
VA,0.0,0.0,0.0,0.0,0.0
DC,11.07,4.98,3.17,3.3,1.16
IN,0.0,0.0,0.0,0.0,0.0
VA,0.0,0.0,0.0,0.0,0.0
SC,0.0,0.0,0.0,0.0,0.0
MI,0.0,0.0,0.0,0.0,0.0
OH,0.0,0.0,0.0,0.0,0.0
GA,0.0,0.0,0.0,0.0,0.0
SC,0.0,0.0,0.0,0.0,0.0
NE,0.0,0.0,0.0,0.0,0.0
NH,0.0,0.0,0.0,0.0,0.0
DC,23.64,55.06,15.31,0.0,0.0
CO,12.91,0.35,0.0,0.0,0.0
IN,0.0,0.0,0.0,0.0,0.0
TX,0.0,0.0,0.0,0.0,0.0
DC,16.24,12.34,11.18,4.86,0.0
OK,0.0,0.0,0.0,0.0,0.0
AR,0.0,0.0,0.0,0.0,0.0
AL,83.84,16.16,0.0,0.0,0.0
CT,0.0,0.0,0.0,0.0,0.0
FL,0.0,0.0,0.0,0.0,0.0
TN,0.0,0.0,0.0,0.0,0.0
KS,0.0,0.0,0.0,0.0,0.0
UT,0.0,0.0,0.0,0.0,0.0
MI,0.0,0.0,0.0,0.0,0.0
OK,0.0,0.0,0.0,0.0,0.0
NJ,0.0,0.0,0.0,0.0,0.0
KS,0.0,0.0,0.0,0.0,0.0
OH,0.0,0.0,0.0,0.0,0.0
WV,0.0,0.0,0.0,0.0,0.0
WA,0.0,0.0,0.0,0.0,0.0
PR,0.0,0.0,0.0,0.0,0.0
MI,0.0,0.0,0.0,0.0,0.0
UT,0.0,0.0,0.0,0.0,0.0
IA,0.0,0.0,0.0,0.0,0.0
PA,0.0,0.0,0.0,0.0,0.0
ND,0.0,0.0,0.0,0.0,0.0
WI,0.0,0.0,0.0,0.0,0.0
KY,0.0,0.0,0.0,0.0,0.0
NC,0.0,0.0,0.0,0.0,0.0
WI,0.0,0.0,0.0,0.0,0.0
NV,0.0,0.0,0.0,0.0,0.0
MD,0.0,0.0,0.0,0.0,0.0
CA,40.52,3.57,0.0,0.0,0.0
IN,0.0,0.0,0.0,0.0,0.0
WV,0.0,0.0,0.0,0.0,0.0
CA,35.96,23.55,17.51,0.0,0.0
AK,11.48,47.17,30.0,10.16,0.0
AR,7.69,0.0,0.0,0.0,0.0
MT,0.0,0.0,0.0,0.0,0.0
IA,0.0,0.0,0.0,0.0,0.0
IN,0.0,0.0,0.0,0.0,0.0
WV,0.0,0.0,0.0,0.0,0.0
SD,0.0,0.0,0.0,0.0,0.0
TN,0.0,0.0,0.0,0.0,0.0
PA,0.0,0.0,0.0,0.0,0.0
TN,0.0,0.0,0.0,0.0,0.0
CT,0.0,16.93,30.0,43.17,9.9
NY,0.0,0.0,0.0,0.0,0.0
NE,0.0,0.0,0.0,0.0,0.0
GA,0.0,0.0,0.0,0.0,0.0
WA,0.0,0.0,0.0,0.0,0.0
UT,0.0,0.0,0.0,0.0,0.0
LA,0.0,0.0,0.0,0.0,0.0
AR,23.3,1.02,0.0,0.0,0.0
ND,0.0,0.0,0.0,0.0,0.0
MS,0.0,0.0,0.0,0.0,0.0
RI,0.0,0.0,0.0,0.0,0.0
DE,2.5,0.0,0.0,0.0,0.0
RI,0.0,0.0,0.0,0.0,0.0
SC,0.0,0.0,0.0,0.0,0.0
CO,28.61,0.0,0.0,0.0,0.0
PR,0.0,0.0,0.0,0.0,0.0
MS,0.0,0.0,0.0,0.0,0.0
AR,0.0,0.0,0.0,0.0,0.0
OH,0.0,0.0,0.0,0.0,0.0
OK,0.0,0.0,0.0,0.0,0.0
IA,0.0,0.0,0.0,0.0,0.0
DE,0.0,0.0,0.0,0.0,0.0
LA,0.0,0.0,0.0,0.0,0.0
GA,0.0,0.0,0.0,0.0,0.0
CO,3.04,5.09,22.55,36.93,26.11
LA,0.0,0.0,0.0,0.0,0.0
VT,0.0,0.0,0.0,0.0,0.0
GA,0.0,0.0,0.0,0.0,0.0
LA,0.0,0.0,0.0,0.0,0.0
AZ,0.0,0.0,0.0,0.0,0.0
NE,0.0,0.0,0.0,0.0,0.0
IL,0.0,0.0,0.0,0.0,0.0
NV,0.0,0.0,0.0,0.0,0.0
OH,0.0,0.0,0.0,0.0,0.0
MI,0.0,0.0,0.0,0.0,0.0
KS,0.0,0.0,0.0,0.0,0.0
ME,0.0,0.0,0.0,0.0,0.0
KS,0.0,0.0,0.0,0.0,0.0
NJ,0.0,0.0,0.0,0.0,0.0
ND,0.0,0.0,0.0,0.0,0.0
OR,0.0,0.0,0.0,0.0,0.0
KS,0.0,0.0,0.0,0.0,0.0
NJ,0.0,0.0,0.0,0.0,0.0
MS,0.0,0.0,0.0,0.0,0.0
OK,0.0,0.0,0.0,0.0,0.0
KY,0.0,0.0,0.0,0.0,0.0
CA,60.05,39.04,0.9,0.0,0.0
WI,0.0,0.0,0.0,0.0,0.0
ND,0.0,0.0,0.0,0.0,0.0
UT,0.0,0.0,0.0,0.0,0.0
SD,0.0,0.0,0.0,0.0,0.0
UT,0.0,0.0,0.0,0.0,0.0
WV,0.0,0.0,0.0,0.0,0.0
MT,0.0,0.0,0.0,0.0,0.0
VT,0.0,0.0,0.0,0.0,0.0
MT,0.0,0.0,0.0,0.0,0.0
NJ,0.0,0.0,0.0,0.0,0.0
MA,0.0,0.0,0.0,0.0,0.0
AK,54.81,10.18,0.01,0.0,0.0
AZ,0.0,0.0,0.0,0.0,0.0
MS,0.0,0.0,0.0,0.0,0.0
MO,0.0,0.0,0.0,0.0,0.0
LA,0.0,0.0,0.0,0.0,0.0
NC,0.0,0.0,0.0,0.0,0.0
IN,0.0,0.0,0.0,0.0,0.0
HI,0.0,0.0,0.0,0.0,0.0
SC,0.0,0.0,0.0,0.0,0.0
MD,0.0,0.0,0.0,0.0,0.0
CT,58.97,3.96,0.0,0.0,0.0
MS,0.0,0.0,0.0,0.0,0.0
LA,0.0,0.0,0.0,0.0,0.0
PR,0.0,0.0,0.0,0.0,0.0
TX,0.0,0.0,0.0,0.0,0.0
FL,0.0,0.0,0.0,0.0,0.0
ND,0.0,0.0,0.0,0.0,0.0
MD,0.0,0.0,0.0,0.0,0.0
MA,0.0,0.0,0.0,0.0,0.0
NM,0.0,0.0,0.0,0.0,0.0
MT,0.0,0.0,0.0,0.0,0.0
ND,0.0,0.0,0.0,0.0,0.0
FL,0.0,0.0,0.0,0.0,0.0
IN,0.0,0.0,0.0,0.0,0.0
MI,0.0,0.0,0.0,0.0,0.0
LA,0.0,0.0,0.0,0.0,0.0
OR,0.0,0.0,0.0,0.0,0.0
WA,0.0,0.0,0.0,0.0,0.0
ND,0.0,0.0,0.0,0.0,0.0
KS,0.0,0.0,0.0,0.0,0.0
WY,0.0,0.0,0.0,0.0,0.0
MN,0.0,0.0,0.0,0.0,0.0
ME,0.0,0.0,0.0,0.0,0.0
PA,0.0,0.0,0.0,0.0,0.0
VT,0.0,0.0,0.0,0.0,0.0
GA,0.0,0.0,0.0,0.0,0.0
WA,0.0,0.0,0.0,0.0,0.0
MS,0.0,0.0,0.0,0.0,0.0
MN,0.0,0.0,0.0,0.0,0.0
LA,0.0,0.0,0.0,0.0,0.0
OK,0.0,0.0,0.0,0.0,0.0
MN,0.0,0.0,0.0,0.0,0.0
NE,0.0,0.0,0.0,0.0,0.0
MI,0.0,0.0,0.0,0.0,0.0
IN,0.0,0.0,0.0,0.0,0.0
MD,0.0,0.0,0.0,0.0,0.0
WY,0.0,0.0,0.0,0.0,0.0
CO,0.0,0.0,0.0,0.0,0.0
FL,0.0,0.0,0.0,0.0,0.0
DE,0.0,0.0,0.0,0.0,0.0
ME,0.0,0.0,0.0,0.0,0.0
MO,0.0,0.0,0.0,0.0,0.0
NC,0.0,0.0,0.0,0.0,0.0
WY,0.0,0.0,0.0,0.0,0.0
AR,0.01,0.0,0.0,0.0,0.0
NV,0.0,0.0,0.0,0.0,0.0
VT,0.0,0.0,0.0,0.0,0.0
DE,0.0,0.0,0.0,0.0,0.0
AL,0.0,0.0,0.0,0.0,0.0
TN,0.0,0.0,0.0,0.0,0.0
IN,0.0,0.0,0.0,0.0,0.0
NM,0.0,0.0,0.0,0.0,0.0
NM,0.0,0.0,0.0,0.0,0.0
WA,0.0,0.0,0.0,0.0,0.0
VT,0.0,0.0,0.0,0.0,0.0
MD,0.0,0.0,0.0,0.0,0.0
ID,0.0,0.0,0.0,0.0,0.0
AZ,24.1,23.74,23.38,0.0,0.0
MS,0.0,0.0,0.0,0.0,0.0
TX,0.0,0.0,0.0,0.0,0.0
IA,0.0,0.0,0.0,0.0,0.0
DE,0.0,0.0,0.0,0.0,0.0
IN,0.0,0.0,0.0,0.0,0.0
NC,0.0,0.0,0.0,0.0,0.0
AK,0.0,0.0,0.0,0.0,0.0
IN,0.0,0.0,0.0,0.0,0.0
GA,0.0,0.0,0.0,0.0,0.0
WY,0.0,0.0,0.0,0.0,0.0
IN,0.0,0.0,0.0,0.0,0.0
SD,0.0,0.0,0.0,0.0,0.0
ME,0.0,0.0,0.0,0.0,0.0
NE,0.0,0.0,0.0,0.0,0.0
NV,0.0,0.0,0.0,0.0,0.0
AL,0.0,0.0,0.0,0.0,0.0
FL,0.0,0.0,0.0,0.0,0.0
CT,7.0,0.0,0.0,0.0,0.0
DC,22.28,12.62,46.44,9.48,0.0
WY,0.0,0.0,0.0,0.0,0.0
PA,0.0,0.0,0.0,0.0,0.0
IL,0.0,0.0,0.0,0.0,0.0
KY,0.0,0.0,0.0,0.0,0.0
OH,0.0,0.0,0.0,0.0,0.0
AZ,32.71,0.0,0.0,0.0,0.0
HI,0.0,0.0,0.0,0.0,0.0
KY,0.0,0.0,0.0,0.0,0.0
SC,0.0,0.0,0.0,0.0,0.0
UT,0.0,0.0,0.0,0.0,0.0
ND,0.0,0.0,0.0,0.0,0.0
ND,0.0,0.0,0.0,0.0,0.0
NJ,0.0,0.0,0.0,0.0,0.0
CA,5.32,54.26,40.42,0.0,0.0
NV,0.0,0.0,0.0,0.0,0.0
NM,0.0,0.0,0.0,0.0,0.0
UT,0.0,0.0,0.0,0.0,0.0
NV,0.0,0.0,0.0,0.0,0.0
KY,0.0,0.0,0.0,0.0,0.0
WA,0.0,0.0,0.0,0.0,0.0
DE,5.92,0.0,0.0,0.0,0.0
WV,0.0,0.0,0.0,0.0,0.0
AK,27.72,0.03,0.0,0.0,0.0
NV,0.0,0.0,0.0,0.0,0.0
AK,7.44,27.22,30.13,35.21,0.0
ID,0.0,0.0,0.0,0.0,0.0
MO,0.0,0.0,0.0,0.0,0.0
HI,0.0,0.0,0.0,0.0,0.0
VA,0.0,0.0,0.0,0.0,0.0
NC,0.0,0.0,0.0,0.0,0.0
ME,0.0,0.0,0.0,0.0,0.0
UT,0.0,0.0,0.0,0.0,0.0
MO,0.0,0.0,0.0,0.0,0.0
IA,0.0,0.0,0.0,0.0,0.0
ME,0.0,0.0,0.0,0.0,0.0
AR,0.0,0.0,0.0,0.0,0.0
VA,0.0,0.0,0.0,0.0,0.0
OR,0.0,0.0,0.0,0.0,0.0
DE,0.0,0.0,0.0,0.0,0.0
AR,8.29,0.0,0.0,0.0,0.0
KS,0.0,0.0,0.0,0.0,0.0
GA,0.0,0.0,0.0,0.0,0.0
RI,0.0,0.0,0.0,0.0,0.0
DC,46.43,15.64,3.18,0.0,0.0
KY,0.0,0.0,0.0,0.0,0.0
KY,0.0,0.0,0.0,0.0,0.0
GA,0.0,0.0,0.0,0.0,0.0
NE,0.0,0.0,0.0,0.0,0.0
AR,34.62,19.46,7.49,0.0,0.0
NH,0.0,0.0,0.0,0.0,0.0
CO,0.28,0.0,0.0,0.0,0.0
SC,0.0,0.0,0.0,0.0,0.0
PA,0.0,0.0,0.0,0.0,0.0
WA,0.0,0.0,0.0,0.0,0.0
IA,0.0,0.0,0.0,0.0,0.0
LA,0.0,0.0,0.0,0.0,0.0
LA,0.0,0.0,0.0,0.0,0.0
IL,0.0,0.0,0.0,0.0,0.0
MS,0.0,0.0,0.0,0.0,0.0
PA,0.0,0.0,0.0,0.0,0.0
RI,0.0,0.0,0.0,0.0,0.0
SD,0.0,0.0,0.0,0.0,0.0
KS,0.0,0.0,0.0,0.0,0.0
IN,0.0,0.0,0.0,0.0,0.0
PR,0.0,0.0,0.0,0.0,0.0
MO,0.0,0.0,0.0,0.0,0.0
VA,0.0,0.0,0.0,0.0,0.0
PR,0.0,0.0,0.0,0.0,0.0
MT,0.0,0.0,0.0,0.0,0.0
NC,0.0,0.0,0.0,0.0,0.0
CA,3.48,0.05,0.0,0.0,0.0
CA,10.21,9.87,0.0,0.0,0.0
PR,0.0,0.0,0.0,0.0,0.0
NV,0.0,0.0,0.0,0.0,0.0
IL,0.0,0.0,0.0,0.0,0.0
IA,0.0,0.0,0.0,0.0,0.0
MD,0.0,0.0,0.0,0.0,0.0
MN,0.0,0.0,0.0,0.0,0.0
VT,0.0,0.0,0.0,0.0,0.0
NH,0.0,0.0,0.0,0.0,0.0
ID,0.0,0.0,0.0,0.0,0.0
ME,0.0,0.0,0.0,0.0,0.0
AK,18.0,6.81,0.0,0.0,0.0
AZ,0.0,0.0,0.0,0.0,0.0
NJ,0.0,0.0,0.0,0.0,0.0
VA,0.0,0.0,0.0,0.0,0.0
VT,0.0,0.0,0.0,0.0,0.0
PR,0.0,0.0,0.0,0.0,0.0
MI,0.0,0.0,0.0,0.0,0.0
NJ,0.0,0.0,0.0,0.0,0.0
NJ,0.0,0.0,0.0,0.0,0.0
RI,0.0,0.0,0.0,0.0,0.0
KY,0.0,0.0,0.0,0.0,0.0
AZ,0.0,0.0,0.0,0.0,0.0
NE,0.0,0.0,0.0,0.0,0.0
DC,0.0,0.0,0.0,0.0,0.0
WA,0.0,0.0,0.0,0.0,0.0
SD,0.0,0.0,0.0,0.0,0.0
WY,0.0,0.0,0.0,0.0,0.0
NY,0.0,0.0,0.0,0.0,0.0
NM,0.0,0.0,0.0,0.0,0.0
NE,0.0,0.0,0.0,0.0,0.0
KY,0.0,0.0,0.0,0.0,0.0
OK,0.0,0.0,0.0,0.0,0.0
DE,4.56,0.66,0.0,0.0,0.0
MS,0.0,0.0,0.0,0.0,0.0
TX,0.0,0.0,0.0,0.0,0.0
MO,0.0,0.0,0.0,0.0,0.0
OH,0.0,0.0,0.0,0.0,0.0
MS,0.0,0.0,0.0,0.0,0.0
RI,0.0,0.0,0.0,0.0,0.0
CA,0.15,0.0,0.0,0.0,0.0
AL,0.0,0.0,0.0,0.0,0.0
NY,0.0,0.0,0.0,0.0,0.0
TN,0.0,0.0,0.0,0.0,0.0
TN,0.0,0.0,0.0,0.0,0.0
UT,0.0,0.0,0.0,0.0,0.0
MN,0.0,0.0,0.0,0.0,0.0
SD,0.0,0.0,0.0,0.0,0.0
SD,0.0,0.0,0.0,0.0,0.0
IL,0.0,0.0,0.0,0.0,0.0
PA,0.0,0.0,0.0,0.0,0.0
TX,0.0,0.0,0.0,0.0,0.0
IL,0.0,0.0,0.0,0.0,0.0
DE,1.67,0.0,0.0,0.0,0.0
SD,0.0,0.0,0.0,0.0,0.0
OK,0.0,0.0,0.0,0.0,0.0
MS,0.0,0.0,0.0,0.0,0.0
KY,0.0,0.0,0.0,0.0,0.0
ND,0.0,0.0,0.0,0.0,0.0
KS,0.0,0.0,0.0,0.0,0.0
OH,0.0,0.0,0.0,0.0,0.0
CT,6.57,4.75,3.53,11.36,0.0
WY,0.0,0.0,0.0,0.0,0.0
VT,0.0,0.0,0.0,0.0,0.0
OH,0.0,0.0,0.0,0.0,0.0
NJ,0.0,0.0,0.0,0.0,0.0
TN,0.0,0.0,0.0,0.0,0.0
CT,13.26,2.21,0.08,0.0,0.0
CO,0.0,100.0,0.0,0.0,0.0
WI,0.0,0.0,0.0,0.0,0.0
PR,0.0,0.0,0.0,0.0,0.0
LA,0.0,0.0,0.0,0.0,0.0
OR,0.0,0.0,0.0,0.0,0.0
DC,0.0,8.95,39.09,49.64,2.32
NM,0.0,0.0,0.0,0.0,0.0
NM,0.0,0.0,0.0,0.0,0.0
ND,0.0,0.0,0.0,0.0,0.0
WY,0.0,0.0,0.0,0.0,0.0
VT,0.0,0.0,0.0,0.0,0.0
MS,0.0,0.0,0.0,0.0,0.0
WY,0.0,0.0,0.0,0.0,0.0
TN,0.0,0.0,0.0,0.0,0.0
NM,0.0,0.0,0.0,0.0,0.0
MT,0.0,0.0,0.0,0.0,0.0
HI,0.0,0.0,0.0,0.0,0.0
ND,0.0,0.0,0.0,0.0,0.0
OR,0.0,0.0,0.0,0.0,0.0
GA,0.0,0.0,0.0,0.0,0.0
ND,0.0,0.0,0.0,0.0,0.0
CT,19.17,0.0,0.0,0.0,0.0
TN,0.0,0.0,0.0,0.0,0.0
MD,0.0,0.0,0.0,0.0,0.0
MN,0.0,0.0,0.0,0.0,0.0
PA,0.0,0.0,0.0,0.0,0.0
DC,5.65,1.71,0.0,0.0,0.0
NH,0.0,0.0,0.0,0.0,0.0
WA,0.0,0.0,0.0,0.0,0.0
OK,0.0,0.0,0.0,0.0,0.0
PR,0.0,0.0,0.0,0.0,0.0
HI,0.0,0.0,0.0,0.0,0.0
UT,0.0,0.0,0.0,0.0,0.0
DC,27.57,20.47,12.01,0.0,0.0
KY,0.0,0.0,0.0,0.0,0.0
MN,0.0,0.0,0.0,0.0,0.0
NM,0.0,0.0,0.0,0.0,0.0
